"Candidate","House/Senate","State","District","Party","Status","ElectionYear","Gender","GenderVar","PercentWomen"
"PINKSTON, SHAWN TRAVIS","H","SC","1","REP","OPEN","2014","male","0","8.064516129032258","republican"
"PLASKETT, STACEY ","H","VI","0","DEM","OPEN","2014","female","1"
"PLOSA-BOWSER, BEVERLY","H","PA","13","REP","OPEN","2014","female","1","10.344827586206897","republican"
"POLIQUIN, BRUCE L","H","ME","2","REP","OPEN","2014","male","0","8.609271523178808","republican"
"POORE, MESHEA","H","WV","2","DEM","OPEN","2014","female","1","11.0","democrat"
"POWE, SHARON L","H","AL","1","REP","OPEN","2014","female","1","5.714285714285714","republican"
"PRIDEMORE, TRICIA","H","GA","11","REP","OPEN","2014","female","1","8.88888888888889","republican"
"PROSS, GORDON ALLEN","H","WA","4","REP","OPEN","2014","male","0","9.183673469387756","republican"
"PUENTES, JORGE RICARDO JR","H","CA","25","DEM","OPEN","2014","male","0","16.25","democrat"
"QUANG, TUE PHAN","H","CA","11","REP","OPEN","2014","male","0","8.75","republican"
"RATHJE, STEVEN RICHARD","H","IA","1","REP","OPEN","2014","male","0","6.0","republican"
"RATHS, GREGORY GERARD","H","CA","45","REP","OPEN","2014","male","0","8.75","republican"
"RAYBURN, CHARLES","H","IL","2","DEM","OPEN","2014","male","0","25.423728813559322","democrat"
"RAYE, KEVIN L.","H","ME","2","REP","OPEN","2014","male","0","8.609271523178808","republican"
"READ, JAMES HOWARD","H","MN","6","DEM","OPEN","2014","male","0","20.8955223880597","democrat"
"REED, KENNETH RAY","H","WV","2","REP","OPEN","2014","male","0","10.0","republican"
"REESE, BRIAN CORWIN","H","GA","1","DEM","OPEN","2014","male","0","16.11111111111111","democrat"
"REID, BEVERLY E","H","IL","2","REP","OPEN","2014","female","1","8.47457627118644","republican"
"RENFROE, SCOTT WINSTON","H","CO","4","REP","OPEN","2014","male","0","15.384615384615385","republican"
"REYES, ELOISE GOMEZ","H","CA","31","DEM","OPEN","2014","female","1","16.25","democrat"
"REYNOLDS, CONRAD EARL","H","AR","2","REP","OPEN","2014","male","0","10.0","republican"
"REYNOLDS, MEL","H","IL","2","DEM","OPEN","2014","male","0","25.423728813559322","democrat"
"RICE, KATHLEEN","H","NY","4","DEM","OPEN","2014","female","1","20.0","democrat"
"RICHARDSON, TODD","H","MO","8","REP","OPEN","2014","male","0","11.65644171779141","republican"
"RILEY, ROBIN","H","TX","36","REP","OPEN","2014","female","1","10.0","republican"
"RING, MICHAEL F","H","NY","21","REP","OPEN","2014","male","0","2.666666666666667","republican"
"RISER, HARTWELL NEIL JR","H","LA","5","REP","OPEN","2014","male","0","4.761904761904762","republican"
"ROGERS, LEE C.","H","CA","25","DEM","OPEN","2014","male","0","16.25","democrat"
"ROGERS, WALT","H","IA","1","REP","OPEN","2014","male","0","6.0","republican"
"ROSENDALE, MATT","H","MT","0","REP","OPEN","2014","male","0","8.0","republican"
"ROUZER, DAVID CHESTON MR.","H","NC","7","REP","OPEN","2014","male","0","10.833333333333334","republican"
"RUSSELL, STEVEN DANE","H","OK","5","REP","OPEN","2014","male","0","10.891089108910892","republican"
"RUSSELL, WELDON","H","LA","5","DEM","OPEN","2014","male","0","8.571428571428571","democrat"
"SAIDEL, JONATHAN","H","PA","13","DEM","OPEN","2014","male","0","7.8817733990147785","democrat"
"SANDOVAL, TONY","H","WA","4","DEM","OPEN","2014","male","0","21.428571428571427","democrat"
"SAVITT, MARC S","H","VA","10","REP","OPEN","2014","male","0","5.0","republican"
"SCATURRO, FRANK MR.","H","NY","4","REP","OPEN","2014","male","0","2.666666666666667","republican"
"SCHERTZING, ERIC ANTHONY","H","MI","8","DEM","OPEN","2014","male","0","14.545454545454545","democrat"
"SCHULTZ, MATTHEW DAVID","H","IA","3","REP","OPEN","2014","male","0","6.0","republican"
"SCHWARZ, DAVID S","H","GA","1","REP","OPEN","2014","male","0","8.88888888888889","republican"
"SEIM, GAVIN DAVID","H","WA","4","REP","OPEN","2014","male","0","9.183673469387756","republican"
"SHAPIRO, MICHAEL","H","CA","33","DEM","OPEN","2014","male","0","16.25","democrat"
"SHATTUCK, ROBERT","H","AL","6","REP","OPEN","2014","male","0","5.714285714285714","republican"
"SHAW, MONTE","H","IA","3","REP","OPEN","2014","male","0","6.0","republican"
"SHELDON, DONNA HORTMAN","H","GA","10","REP","OPEN","2014","female","1","8.88888888888889","republican"
"SHERZAN, MICHAEL THOMAS","H","IA","3","DEM","OPEN","2014","male","0","19.0","democrat"
"SHUTTLEWORTH, BRUCE BOWEN","H","VA","8","DEM","OPEN","2014","male","0","12.0","democrat"
"SICKLES, MARK DAVID","H","VA","8","DEM","OPEN","2014","male","0","12.0","democrat"
"SILVERSTEIN, DAVID A","H","NY","4","REP","OPEN","2014","male","0","2.666666666666667","republican"
"SIMPSON, STEPHEN K MR.","H","GA","10","REP","OPEN","2014","male","0","8.88888888888889","republican"
"SINGH, NAVRAJ","H","CA","25","REP","OPEN","2014","male","0","8.75","republican"
"SINK, ALEX","H","FL","13","DEM","OPEN","2014","female","1","13.333333333333334","democrat"
"SIVARAJAH, RHONDA","H","MN","6","REP","OPEN","2014","female","1","12.686567164179104","republican"
"SKELLY, MARTIN O","H","SC","1","DEM","OPEN","2014","male","0","8.870967741935484","democrat"
"SLOWINSKI, BRIAN RICHARD","H","GA","10","REP","OPEN","2014","male","0","8.88888888888889","republican"
"SMITH, ALDEN","H","ME","2","DEM","OPEN","2014","male","0","22.516556291390728","democrat"
"SMITH, MARC ANTHONY","H","GA","1","DEM","OPEN","2014","male","0","16.11111111111111","democrat"
"SOTELO, PEDRO JUAN","H","MO","8","REP","OPEN","2014","male","0","11.65644171779141","republican"
"SPARKS, HARVEY","H","OK","5","REP","OPEN","2014","male","0","10.891089108910892","republican"
"STAPLETON, COREY","H","MT","0","REP","OPEN","2014","male","0","8.0","republican"
"STEFANIK, ELISE M.","H","NY","21","REP","OPEN","2014","female","1","2.666666666666667","republican"
"STERN, EVERETT ALEXANDER","H","PA","13","REP","OPEN","2014","male","0","10.344827586206897","republican"
"STOCKWELL, GLENN R.","H","WA","4","REP","OPEN","2014","male","0","9.183673469387756","republican"
"STOPA, MICHAEL P","H","MA","5","REP","OPEN","2014","male","0","4.375","republican"
"STREUSAND, BENJAMIN EARL","H","TX","36","REP","OPEN","2014","male","0","10.0","republican"
"STRICKLAND, ANTHONY A","H","CA","25","REP","OPEN","2014","male","0","8.75","republican"
"STROEBEL, S DUANE JR","H","WI","6","REP","OPEN","2014","male","0","8.080808080808081","republican"
"SUDDUTH, CHERYL","H","CA","11","DEM","OPEN","2014","female","1","16.25","democrat"
"SUTHERLAND, CHARLES TAYLOR","H","NC","6","REP","OPEN","2014","male","0","10.833333333333334","republican"
"SWAN, S MITCHELL","H","GA","10","REP","OPEN","2014","male","0","8.88888888888889","republican"
"TAKAI, KYLE MARK","H","HI","1","DEM","OPEN","2014","male","0","25.49019607843137","democrat"
"TAVIO, AMY LYNN","H","GA","1","DEM","OPEN","2014","female","1","16.11111111111111","democrat"
"TAYLOR, JAMES HENRY","H","IL","2","REP","OPEN","2014","male","0","8.47457627118644","republican"
"THOMAS, CHARLES 'TREY' DR III","H","LA","6","REP","OPEN","2014","male","0","4.761904761904762","republican"
"THOMAS, EVAN CHARLES","H","CA","25","DEM","OPEN","2014","male","0","16.25","democrat"
"THORNTON, DAVID G","H","AL","1","REP","OPEN","2014","male","0","5.714285714285714","republican"
"THREATT, ARCHIE LEON","H","NC","12","REP","OPEN","2014","male","0","10.833333333333334","republican"
"TIERNEY, THOMAS P.","H","MA","5","REP","OPEN","2014","male","0","4.375","republican"
"TILLMAN, DANNY","H","CA","31","DEM","OPEN","2014","male","0","16.25","democrat"
"TODD, BRUCE","H","NJ","3","DEM","OPEN","2014","male","0","20.0","democrat"
"TORRES, NORMA","H","CA","35","DEM","OPEN","2014","female","1","16.25","democrat"
"TRIVEDI, MANAN","H","PA","6","DEM","OPEN","2014","male","0","7.8817733990147785","democrat"
"TROTTER, DONNE E","H","IL","2","DEM","OPEN","2014","male","0","25.423728813559322","democrat"
"TURIANO, DREW","H","MT","0","REP","OPEN","2014","male","0","8.0","republican"
"TURNER, MICHAEL JEFFREY","H","OK","5","REP","OPEN","2014","male","0","10.891089108910892","republican"
"TURNER, ROBERT E IV","H","SC","1","REP","OPEN","2014","male","0","8.064516129032258","republican"
"VALDIVIA, JOHN","H","CA","31","REP","OPEN","2014","male","0","8.75","republican"
"VERNON, MONICA W","H","IA","1","DEM","OPEN","2014","female","1","19.0","democrat"
"VIEYRA, ANTHONY W.","H","CA","35","DEM","OPEN","2014","male","0","16.25","democrat"
"VIGNEULLE, THOMAS RAY SR","H","AL","6","REP","OPEN","2014","male","0","5.714285714285714","republican"
"VISE, AVERY","H","AL","6","DEM","OPEN","2014","male","0","8.571428571428571","democrat"
"VISTA, MICHAEL","H","NY","4","REP","OPEN","2014","male","0","2.666666666666667","republican"
"VONCANNON, BRUCE DOUGLAS","H","NC","6","REP","OPEN","2014","male","0","10.833333333333334","republican"
"WALKER, BRADLEY MARK","H","NC","6","REP","OPEN","2014","male","0","10.833333333333334","republican"
"WALTERS, MIMI","H","CA","45","REP","OPEN","2014","female","1","8.75","republican"
"WALTERS, RONALD NEAL JR","H","WV","2","REP","OPEN","2014","male","0","10.0","republican"
"WARD, RICHARD J III","H","LA","6","REP","OPEN","2014","male","0","4.761904761904762","republican"
"WASHINGTON, JOYCE","H","IL","2","DEM","OPEN","2014","female","1","25.423728813559322","democrat"
"WASINGER, ROBERT K","H","VA","10","REP","OPEN","2014","male","0","5.0","republican"
"WASSERMAN, BRIANNA","H","AZ","7","REP","OPEN","2014","female","1","13.333333333333334","republican"
"WEATHERLY, PHILLIP BLAKE","H","LA","5","REP","OPEN","2014","male","0","4.761904761904762","republican"
"WEBB, DON","H","NC","6","REP","OPEN","2014","male","0","10.833333333333334","republican"
"WESTERMAN, BRUCE MR.","H","AR","4","REP","OPEN","2014","male","0","10.0","republican"
"WHITE, HAYWOOD EDWIN III","H","NC","7","REP","OPEN","2014","male","0","10.833333333333334","republican"
"WHITNEY, LENAR","H","LA","6","REP","OPEN","2014","female","1","4.761904761904762","republican"
"WILCOX, MARY ROSE","H","AZ","7","DEM","OPEN","2014","female","1","18.333333333333332","democrat"
"WILLETTE, ALEXANDER REGINALD","H","ME","2","REP","OPEN","2014","male","0","8.609271523178808","republican"
"WILLIAMS, PETER","H","LA","6","DEM","OPEN","2014","male","0","8.571428571428571","democrat"
"WILSON, DONALD E JR","H","GA","11","DEM","OPEN","2014","male","0","16.11111111111111","democrat"
"WITT, JAMES LEE","H","AR","4","DEM","OPEN","2014","male","0","7.000000000000001","democrat"
"WOOLF, AARON","H","NY","21","DEM","OPEN","2014","male","0","20.0","democrat"
"XIAN, KATHRYN","H","HI","1","DEM","OPEN","2014","female","1","25.49019607843137","democrat"
"YOUNG, DAVID","H","IA","3","REP","OPEN","2014","male","0","6.0","republican"
"YOUNG, LARRY DEAN JR","H","AL","1","REP","OPEN","2014","male","0","5.714285714285714","republican"
"ZAUN, BRAD","H","IA","3","REP","OPEN","2014","male","0","6.0","republican"
"ZINKE, RYAN K","H","MT","0","REP","OPEN","2014","male","0","8.0","republican"
"ZOLLER, NICHOLAS","H","FL","13","REP","OPEN","2014","male","0","10.833333333333334","republican"
"ZWICKER, ANDREW","H","NJ","12","DEM","OPEN","2014","male","0","20.0","democrat"
"ACHADJIAN, KHATCHIK","H","CA","24","REP","OPEN","2016","female","1","10.0","republican"
"ADAMS, BOYCE","H","MS","1","REP","OPEN","2016","male","0","4.098360655737705","republican"
"ADAMS, SANDY","H","FL","6","REP","OPEN","2016","female","1","12.5","republican"
"ADCOCK, SAM","H","MS","1","REP","OPEN","2016","male","0","4.098360655737705","republican"
"ADLER, AMBER LASHELLE","H","NY","11","DEM","OPEN","2016","female","1","24.666666666666668","democrat"
"ALLEN, JASON EDWARD","H","MI","1","REP","OPEN","2016","male","0","8.181818181818182","republican"
"ANDERS, SAMUEL","H","GA","3","REP","OPEN","2016","male","0","10.0","republican"
"ANDERSON, DAVID M","H","MD","8","DEM","OPEN","2016","male","0","25.53191489361702","democrat"
"ANTHONY, MALCOLM","H","FL","6","REP","OPEN","2016","male","0","12.5","republican"
"ARRINGTON, JODEY COOK","H","TX","19","REP","OPEN","2016","female","1","8.666666666666668","republican"
"ATKINS, KENNETH STEPHEN","H","TN","8","REP","OPEN","2016","male","0","9.090909090909092","republican"
"BABEU, PAUL RAYMOND","H","AZ","1","REP","OPEN","2016","male","0","13.333333333333334","republican"
"BANKS, JAMES E","H","IN","3","REP","OPEN","2016","male","0","10.0","republican"
"BARINGER, MARK WILLIAM","H","IN","3","REP","OPEN","2016","male","0","10.0","republican"
"BARNEY, SEAN","H","DE","0","DEM","OPEN","2016","male","0","17.073170731707318","democrat"
"BARRAGAN, NANETTE","H","CA","44","DEM","OPEN","2016","female","1","13.750000000000002","democrat"
"BARRINGER, ADAM","H","FL","6","REP","OPEN","2016","male","0","12.5","republican"
"BARVE, KUMAR","H","MD","8","DEM","OPEN","2016","male","0","25.53191489361702","democrat"
"BATTS, JASON","H","KY","1","REP","OPEN","2016","male","0","8.0","republican"
"BAUCUM, RALPH W DR III","H","LA","4","REP","OPEN","2016","male","0","7.6190476190476195","republican"
"BEGAY, CARLYLE WILMER","H","AZ","1","REP","OPEN","2016","male","0","13.333333333333334","republican"
"BEILER, CHET","H","PA","16","REP","OPEN","2016","male","0","11.330049261083744","republican"
"BENNETT, KEN","H","AZ","1","REP","OPEN","2016","male","0","13.333333333333334","republican"
"BENSON-STAEBLER, DAVID JAMES","H","MN","2","REP","OPEN","2016","male","0","13.432835820895523","republican"
"BIRCHER, MARK WILLIAM","H","FL","13","REP","OPEN","2016","male","0","12.5","republican"
"BISHOP, BOB","H","NY","19","REP","OPEN","2016","male","0","3.3333333333333335","republican"
"BOLLING, DAN","H","MD","8","DEM","OPEN","2016","male","0","25.53191489361702","democrat"
"BORDERS, JASON D","H","FL","9","DEM","OPEN","2016","male","0","10.833333333333334","democrat"
"BOWERS, KERRY DALE","H","NV","3","REP","OPEN","2016","male","0","16.666666666666664","republican"
"BRANDMAN, JORDAN","H","CA","46","DEM","OPEN","2016","male","0","13.750000000000002","democrat"
"BROADUS, ROBERT","H","MD","4","REP","OPEN","2016","male","0","7.801418439716312","republican"
"BROWN, ANTHONY GREGORY","H","MD","4","DEM","OPEN","2016","male","0","25.53191489361702","democrat"
"BROWN, LIZ","H","IN","3","REP","OPEN","2016","female","1","10.0","republican"
"BUCK, ROB","H","MD","4","REP","OPEN","2016","male","0","7.801418439716312","republican"
"BULLWINKEL, DEBORAH M","H","IL","8","DEM","OPEN","2016","female","1","27.11864406779661","democrat"
"CAGE, ERICKE","H","VA","5","DEM","OPEN","2016","female","1","14.000000000000002","democrat"
"CANNON, NELSON JEROME","H","MI","1","DEM","OPEN","2016","male","0","15.454545454545453","democrat"
"CARBAJAL, SALUD","H","CA","24","DEM","OPEN","2016","male","0","13.750000000000002","democrat"
"CARDWELL, CHARLES PATTESON IV","H","VA","2","REP","OPEN","2016","male","0","4.0","republican"
"CASPERSON, TOM","H","MI","1","REP","OPEN","2016","male","0","8.181818181818182","republican"
"CASTILLO, CHRISTOPHER","H","CA","44","REP","OPEN","2016","male","0","10.0","republican"
"CAUGHEY, MILES A","H","KY","1","REP","OPEN","2016","male","0","8.0","republican"
"CHANE, JONATHAN","H","FL","18","DEM","OPEN","2016","male","0","10.833333333333334","democrat"
"CHICON, MARTIN","H","NY","13","DEM","OPEN","2016","male","0","24.666666666666668","democrat"
"CHRISTENSEN, LELAND G","H","WY","0","REP","OPEN","2016","male","0","13.333333333333334","republican"
"CHRISTOPHER, WARREN","H","MD","4","DEM","OPEN","2016","male","0","25.53191489361702","democrat"
"CLARKE, JONATHAN CHARLES ESQ","H","NY","3","DEM","OPEN","2016","male","0","24.666666666666668","democrat"
"COLLINS, NANCY","H","MS","1","REP","OPEN","2016","female","1","4.098360655737705","republican"
"COMER, JAMES","H","KY","1","REP","OPEN","2016","male","0","8.0","republican"
"CONTRERAS, LOUIE A","H","CA","46","REP","OPEN","2016","male","0","10.0","republican"
"COOK, SUZAN JOHNSON","H","NY","13","DEM","OPEN","2016","female","1","24.666666666666668","democrat"
"COOK, TAMARKUS","H","GA","3","DEM","OPEN","2016","male","0","15.555555555555555","democrat"
"CORLEY, JASON ERIC MR.","H","TX","19","REP","OPEN","2016","male","0","8.666666666666668","republican"
"CORREA, JOSE LUIS (LOU) MR.","H","CA","46","DEM","OPEN","2016","male","0","13.750000000000002","democrat"
"COSTELLO, FREDRICK WILLIAM","H","FL","6","REP","OPEN","2016","male","0","12.5","republican"
"COX, DAN","H","MD","8","REP","OPEN","2016","male","0","7.801418439716312","republican"
"CRABTREE, VALLERI","H","FL","9","DEM","OPEN","2016","female","1","10.833333333333334","democrat"
"CRIST, CHARLIE JOSEPH","H","FL","13","DEM","OPEN","2016","male","0","10.833333333333334","democrat"
"CULLERTON, TOM","H","IL","8","DEM","OPEN","2016","male","0","27.11864406779661","democrat"
"DAVIDSON, WARREN","H","OH","8","REP","OPEN","2016","male","0","13.131313131313133","republican"
"DAVIS, DERECK EUGENE","H","MD","4","DEM","OPEN","2016","male","0","25.53191489361702","democrat"
"DECAILLY, PAUL","H","FL","13","REP","OPEN","2016","male","0","12.5","republican"
"DEL ROSSO, MICHAEL JOSEPH MR.","H","VA","5","REP","OPEN","2016","male","0","4.0","republican"
"DICIANNI, PETER","H","IL","8","REP","OPEN","2016","male","0","8.47457627118644","republican"
"DITTMAR, JANE DESIMONE","H","VA","5","DEM","OPEN","2016","female","1","14.000000000000002","democrat"
"DOMINO, CARL J","H","FL","18","REP","OPEN","2016","male","0","12.5","republican"
"DUNN, JOSEPH","H","CA","46","DEM","OPEN","2016","male","0","13.750000000000002","democrat"
"DUOME, MARC DR.","H","PA","8","REP","OPEN","2016","male","0","11.330049261083744","republican"
"ELIZONDO, DOLLY","H","TX","15","DEM","OPEN","2016","female","1","10.666666666666668","democrat"
"ERVIN, VALERIE","H","MD","8","DEM","OPEN","2016","female","1","25.53191489361702","democrat"
"ESPAILLAT, ADRIANO","H","NY","13","DEM","OPEN","2016","male","0","24.666666666666668","democrat"
"EVANS, ROBERT ANTHONY JR.","H","NY","13","REP","OPEN","2016","male","0","3.3333333333333335","republican"
"EVENS, RICHARD","H","IL","8","REP","OPEN","2016","male","0","8.47457627118644","republican"
"FAREED, JUSTIN","H","CA","24","REP","OPEN","2016","male","0","10.0","republican"
"FASO, JOHN J. MR.","H","NY","19","REP","OPEN","2016","male","0","3.3333333333333335","republican"
"FEERER, DONALD","H","OH","8","REP","OPEN","2016","male","0","13.131313131313133","republican"
"FERGUSON, ANDERSON DREW IV","H","GA","3","REP","OPEN","2016","male","0","10.0","republican"
"FERRER RIOS, HECTOR","H","PR","0","DEM","OPEN","2016","male","0"
"FIORE, MICHELE","H","NV","3","REP","OPEN","2016","female","1","16.666666666666664","republican"
"FITZPATRICK, BRIAN","H","PA","8","REP","OPEN","2016","male","0","11.330049261083744","republican"
"FLANEGAN, CHARLES EDWARD JR","H","GA","3","REP","OPEN","2016","male","0","10.0","republican"
"FLINN, GEORGE S DR JR","H","TN","8","REP","OPEN","2016","male","0","9.090909090909092","republican"
"FLYNN, MICHAEL","H","IL","18","REP","OPEN","2016","male","0","8.47457627118644","republican"
"FLYNN, MICHAEL","H","MI","10","REP","OPEN","2016","male","0","8.181818181818182","republican"
"FOISTER, COREY","H","OH","8","DEM","OPEN","2016","male","0","13.131313131313133","democrat"
"FORLINI, ANTHONY G.","H","MI","10","REP","OPEN","2016","male","0","8.181818181818182","republican"
"GALLAGHER, MICHAEL","H","NY","13","DEM","OPEN","2016","male","0","24.666666666666668","democrat"
"GALLAGHER, MICHAEL JOHN","H","WI","8","REP","OPEN","2016","male","0","9.090909090909092","republican"
"GALLOWAY, G.G.","H","FL","6","REP","OPEN","2016","male","0","12.5","republican"
"GALLOWAY, PAMELA GAIL","H","IN","3","REP","OPEN","2016","female","1","10.0","republican"
"GARRETT, GREGORY KEITH","H","TX","19","REP","OPEN","2016","male","0","8.666666666666668","republican"
"GARRETT, THOMAS ALEXANDER MR. JR.","H","VA","5","REP","OPEN","2016","male","0","4.0","republican"
"GASKINS, SAMUEL LEWIS","H","KY","1","DEM","OPEN","2016","male","0","10.0","democrat"
"GENTILE, VINCENT","H","NY","11","DEM","OPEN","2016","male","0","24.666666666666668","democrat"
"GIBSON, CHARLOTTE DIANE","H","CA","44","DEM","OPEN","2016","female","1","13.750000000000002","democrat"
"GONZALEZ COLON, JENNIFFER","H","PR","0","REP","OPEN","2016","female","1"
"GONZALEZ, VICENTE MR.","H","TX","15","DEM","OPEN","2016","male","0","10.666666666666668","democrat"
"GORDON, DAVID JOSEPH","H","NY","22","DEM","OPEN","2016","male","0","24.666666666666668","democrat"
"GOWAN , DAVID MATTHEW SR","H","AZ","1","REP","OPEN","2016","male","0","13.333333333333334","republican"
"GRABELLE, JUSTIN M","H","FL","11","REP","OPEN","2016","male","0","12.5","republican"
"GRAYSON, RICHARD","H","WY","0","DEM","OPEN","2016","male","0","5.0","democrat"
"GREENE, RYAN","H","WY","0","DEM","OPEN","2016","male","0","5.0","democrat"
"GREER, JOHN BRADLEY MR","H","TN","8","REP","OPEN","2016","male","0","9.090909090909092","republican"
"GUILLORY, ELBERT","H","LA","4","REP","OPEN","2016","male","0","7.6190476190476195","republican"
"GURFEIN, DAVID MR.","H","NY","4","REP","OPEN","2016","male","0","3.3333333333333335","republican"
"HALL, ISADORE III","H","CA","44","DEM","OPEN","2016","male","0","13.750000000000002","democrat"
"HALL, ROBERT","H","IN","9","REP","OPEN","2016","male","0","10.0","republican"
"HANTSCH, JOSEPH J","H","IL","8","REP","OPEN","2016","male","0","8.47457627118644","republican"
"HARTMAN, CHRISTINA MARIE MS.","H","PA","16","DEM","OPEN","2016","female","1","6.896551724137931","democrat"
"HEANEY, ANDREW","H","NY","19","REP","OPEN","2016","male","0","3.3333333333333335","republican"
"HOLLIDAY, ED","H","MS","1","REP","OPEN","2016","male","0","4.098360655737705","republican"
"HOLLINGSWORTH, TREY","H","IN","9","REP","OPEN","2016","male","0","10.0","republican"
"HOUCHIN, ERIN","H","IN","9","REP","OPEN","2016","female","1","10.0","republican"
"HOWE, JOHN STERLING","H","MN","2","REP","OPEN","2016","male","0","13.432835820895523","republican"
"HOWELL, KEVIN SGT","H","IN","3","REP","OPEN","2016","male","0","10.0","republican"
"IVEY, GLENN FREDERICK","H","MD","4","DEM","OPEN","2016","male","0","25.53191489361702","democrat"
"IZZO, ROSE","H","DE","0","REP","OPEN","2016","female","1","4.878048780487805","republican"
"JAWANDO, WILL MR.","H","MD","8","DEM","OPEN","2016","male","0","25.53191489361702","democrat"
"JAYAPAL, PRAMILA","H","WA","7","DEM","OPEN","2016","female","1","19.387755102040817","democrat"
"JENKINS, OLIVER LTCOL","H","LA","4","REP","OPEN","2016","male","0","7.6190476190476195","republican"
"JHAVERI, ARUN","H","WA","7","DEM","OPEN","2016","male","0","19.387755102040817","democrat"
"JOHN, RICHARD MICHAEL MR.","H","LA","4","REP","OPEN","2016","male","0","7.6190476190476195","republican"
"JOHNSON, JAMES MICHAEL","H","LA","4","REP","OPEN","2016","male","0","7.6190476190476195","republican"
"JONES, JEFFREY W","H","MD","8","REP","OPEN","2016","male","0","7.801418439716312","republican"
"JONES, ROGER STARNER DR.","H","MS","1","REP","OPEN","2016","male","0","4.098360655737705","republican"
"JUSICK, JAMES ANTHONY","H","FL","6","REP","OPEN","2016","male","0","12.5","republican"
"KAIMAN, JON","H","NY","3","DEM","OPEN","2016","male","0","24.666666666666668","democrat"
"KAPLAN, ANNA","H","NY","3","DEM","OPEN","2016","female","1","24.666666666666668","democrat"
"KEHOE, JOHN PATRICK MR.","H","NY","19","DEM","OPEN","2016","male","0","24.666666666666668","democrat"
"KELSEY, BRIAN","H","TN","8","REP","OPEN","2016","male","0","9.090909090909092","republican"
"KENDALL, JASON H","H","FL","6","DEM","OPEN","2016","male","0","10.833333333333334","democrat"
"KERN, BOB","H","IN","9","DEM","OPEN","2016","male","0","12.0","democrat"
"KEY, JOHN C.","H","TX","19","REP","OPEN","2016","male","0","8.666666666666668","republican"
"KHAL, SAMI","H","NV","3","REP","OPEN","2016","female","1","16.666666666666664","republican"
"KIEHNE, GARY","H","AZ","1","REP","OPEN","2016","male","0","13.333333333333334","republican"
"KING, TERRI","H","OH","8","REP","OPEN","2016","female","1","13.131313131313133","republican"
"KITTAPPA, RAJA","H","PA","16","DEM","OPEN","2016","female","1","6.896551724137931","democrat"
"KOKKONEN, MATT","H","CA","24","REP","OPEN","2016","male","0","10.0","republican"
"KOLLER, DAVID C","H","FL","11","DEM","OPEN","2016","male","0","10.833333333333334","democrat"
"KONSMO, MICHAEL MR.","H","WY","0","REP","OPEN","2016","male","0","13.333333333333334","republican"
"KOZELL, RICK","H","FL","18","REP","OPEN","2016","male","0","12.5","republican"
"KRISHNAMOORTHI, S. RAJA","H","IL","8","DEM","OPEN","2016","male","0","27.11864406779661","democrat"
"KUSTOFF, DAVID","H","TN","8","REP","OPEN","2016","male","0","9.090909090909092","republican"
"LAMP, TOBY","H","IN","3","DEM","OPEN","2016","male","0","12.0","democrat"
"LEATHERWOOD, THOMAS F III","H","TN","8","REP","OPEN","2016","male","0","9.090909090909092","republican"
"LEWIS, JASON MARK MR.","H","MN","2","REP","OPEN","2016","male","0","13.432835820895523","republican"
"LIEBNITZKY, WAYNE","H","FL","9","REP","OPEN","2016","male","0","12.5","republican"
"LOPEZ, ADAM","H","IL","18","DEM","OPEN","2016","male","0","27.11864406779661","democrat"
"LOPEZ, PETER D","H","NY","19","REP","OPEN","2016","male","0","3.3333333333333335","republican"
"LUCIUS, CASEY","H","CA","20","REP","OPEN","2016","male","0","10.0","republican"
"LUPINACCI, CHAD ANTHONY","H","NY","3","REP","OPEN","2016","male","0","3.3333333333333335","republican"
"LUTTRELL, MARK H JR","H","TN","8","REP","OPEN","2016","male","0","9.090909090909092","republican"
"LYNN, ERIC","H","FL","13","DEM","OPEN","2016","male","0","10.833333333333334","democrat"
"MALDONADO, DAVID JOSEPH","H","TN","8","REP","OPEN","2016","male","0","9.090909090909092","republican"
"MALONEY, JAMES","H","AZ","1","DEM","OPEN","2016","male","0","18.333333333333332","democrat"
"MARLOWE, HAYDEN","H","GA","3","REP","OPEN","2016","male","0","10.0","republican"
"MARTIN, JACK","H","FL","11","REP","OPEN","2016","male","0","12.5","republican"
"MARTINS, JACK","H","NY","3","REP","OPEN","2016","male","0","3.3333333333333335","republican"
"MAST, BRIAN","H","FL","18","REP","OPEN","2016","male","0","12.5","republican"
"MATORY, LIZ MS.","H","MD","8","REP","OPEN","2016","female","1","7.801418439716312","republican"
"MATTHEWS, ANDREW","H","NV","3","REP","OPEN","2016","male","0","16.666666666666664","republican"
"MATTHEWS, KATHLEEN","H","MD","8","DEM","OPEN","2016","female","1","25.53191489361702","democrat"
"MATVEY, JOSEPH","H","OH","8","REP","OPEN","2016","male","0","13.131313131313133","republican"
"MAY, DONALD ROBERT LEE","H","TX","19","REP","OPEN","2016","male","0","8.666666666666668","republican"
"MAYO, JAMIE","H","LA","5","DEM","OPEN","2016","female","1","8.571428571428571","democrat"
"MCCLURE, JAMES R., JR.","H","IN","9","DEM","OPEN","2016","male","0","12.0","democrat"
"MCCULLOUGH, WILLIAM","H","FL","6","DEM","OPEN","2016","male","0","10.833333333333334","democrat"
"MCDERMOTT, GEORGE E.","H","MD","4","REP","OPEN","2016","male","0","7.801418439716312","republican"
